# ----------------------------------------
# All Web Site Data
# Export Metrics (Filter U.S.A.)
# 20150101-20170719
# ----------------------------------------

Year,Country,Page Title,Unique Pageviews
2015,Romania,"The Stranger of Ada Kaleh (novel, excerpts from a work in progress) - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,Russia,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,Russia,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,Russia,How Writers Write Fiction 2015 - Sign In | NovoEd,19
2015,Russia,New Evaluation for Class Session 6 Assignment: Immersion in Setting - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Saudi Arabia,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,Sweden,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,Thailand,"""Feaster of Crimson Flames"" / Museum of American Monsters - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,Turkey,"Class Session 5 Assignment: Voice and Setting, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,Turkey,the car crash - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Taiwan,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,South Africa,"Class Session 5 Assignment: Voice and Setting, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,South Africa,I Don't Want to Know (content warning) - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,South Africa,Lorna's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2016,Antigua & Barbuda,"Assignment 2: Desire and Point of View, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",19
2016,Argentina,Eduardo 's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Australia,A tourist - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Australia,After Dark - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Australia,Allan's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Australia,Black - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Australia,"Caroline's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",19
2016,Australia,"Class 1 Assignment, Description - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",19
2016,Australia,I Wept with the Trees - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Australia,Lindy's Home | #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,19
2016,Australia,Revenge is sweet - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Australia,Rosemary's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Australia,The Horse - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Bermuda,Kimberley's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Canada,Boxes - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Canada,"Creative Writing Poetry - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",19
2016,Canada,Flowers From the Moribund - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Canada,Kathy's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Canada,Knots and Roots - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Canada,Pam's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Canada,Reanimation - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Canada,Summer - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Canada,Susan's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Canada,Tee's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Canada,The Great Turkey Uprising - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Switzerland,Acoustics -- revised again. - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,China,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,China,Miami - Big D and Little d - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,China,Valerie's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,China,Voyeur - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Egypt,Weapons at Breakfast - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Spain,"Assignment 5: Narrative Experimentation, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",19
2016,Finland,"Assignments - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",19
2016,France,"Goodbye junk, hello past - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",19
2016,United Kingdom,#Flashwrite Teen Poetry MOOC - Sign In | NovoEd,19
2016,United Kingdom,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2016,United Kingdom,Bees and Beckside - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,United Kingdom,Cruising for England - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,United Kingdom,Fish and Chip Night - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,United Kingdom,"From a Sea-Salted Dock - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",19
2016,United Kingdom,Helping in the Garden - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,United Kingdom,Legend of the Vines - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,United Kingdom,Nevada - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,United Kingdom,sharebutton.org share buttons,19
2016,United Kingdom,"The Lucky Ones - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",19
2016,United Kingdom,VILLAGE DAY EARLY EVENING - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Greece,Elli's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Greece,"Stamatia's Home | Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",19
2016,Greece,The Rehearsal (CW: some swearing) - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Ireland,Blackberries - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Israel,"Class 3 Assignment, My Submission - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",19
2016,Israel,"Class 6 Assignment, My Submission - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",19
2016,Israel,How Writers Write Fiction 2016: Storied Women - Sign Up | NovoEd,19
2016,Israel,Lamia - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Israel,"Our Place in the Sun - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",19
2016,Israel,The Funeral - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,India,"He And I - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",19
2016,India,Jessu's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,India,Of Cucumber Sandwiches and Running Shoes - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,India,Prashila's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,India,Soumya's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,India,The Prayer for a Holiday - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Iceland,Ada My Friend - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Italy,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster - Sign In | NovoEd",19
2016,Jordan,"Betrayal - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",19
2016,Jordan,"Damascene Girl - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",19
2016,Jordan,Outcasts - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Jordan,"The Forbidden Sea - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",19
2016,Jordan,"There was a child - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",19
2016,Japan,Edit Report - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Lebanon,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Morocco,Edit Report - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Morocco,The Valley and the Villain - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Macedonia (FYROM),How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Netherlands,You are enrolled! - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,New Zealand,"CONFRONTING THE SURREAL - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",19
2016,New Zealand,Other People's Grief - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,New Zealand,Secret Lives - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Pakistan,“Consequences of an impetuous decision” - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Pakistan,"Assignment 2: Desire and Point of View, Description - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",19
2016,Puerto Rico,Elsa's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Qatar,Lala - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Sweden,It Was Me - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Sweden,Minion - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Sweden,Two POVs in Teheran 1850 - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,Singapore,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster - Sign Up | NovoEd",19
2016,Thailand,"Assignment 1: Voice and Identity, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",19
2016,Tunisia,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",19
2016,Turkey,Cecile's Home | #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,19
2016,South Africa,Amelia's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,South Africa,Blue Monday - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,South Africa,Excerpt from - Siegebreakers (revised Oct 26/16) - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2016,South Africa,THE DOLL - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2017,Antigua & Barbuda,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,19
2017,Australia,You are enrolled! - Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,19
2017,Brazil,(not set),19
2017,Spain,You are enrolled! - Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,19
2017,France,You are enrolled! - Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,19
2017,Gabon,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,19
2017,Greece,Stamatia's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2017,Guatemala,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,19
2017,Hungary,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,19
2017,Ireland,You are enrolled! - Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,19
2017,Philippines,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,19
2017,Paraguay,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,19
