# ----------------------------------------,,,,,
# All Web Site Data,,,,,
# Export Metrics (Filter U.S.A.),,,,,
# 20150101-20170730,,,,,
# ----------------------------------------,,,,,
,,,,,
Year,Country ISO Code,Page,New Users,Unique Pageviews,Pageviews
2015,BI,/how-writers-write-fiction-2015,1,1,1
2015,BJ,/how-writers-write-fiction-2015?referral_token=NL092315,1,1,1
2015,BM,/how-writers-write-fiction-2015/home,1,67,86
2015,BM,/how-writers-write-fiction-2015/oe/,1,41,78
2015,BO,/how-writers-write-fiction-2015,1,2,2
2015,BO,/how-writers-write-fiction-2015?referral_token=NL092315,1,1,1
2015,BO,/how-writers-write-fiction-2015/,1,2,2
2015,BO,/how-writers-write-fiction-2015/home,1,17,32
2015,BO,/how-writers-write-fiction-2015/oe/,1,12,24
2015,BO,/how-writers-write-fiction-2015/video_list_lecture_components/754207/lecture_videos/18775,1,7,7
2015,BR,/?from=http://www.traffic2cash.xyz/,1,1,1
2015,BR,/how-writers-write-fiction-2015?is_enrolled_error=true,1,1,2
2015,BR,/how-writers-write-fiction-2015?redirect_message=You are registered for this course! The course has not yet begun. Come back later to access the course.&redirect_message_type=error,1,1,1
2015,BR,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5176,1,6,7
2015,BR,/how-writers-write-fiction-2015/exercises/32767?menu=submission,1,27,36
2015,BR,/how-writers-write-fiction-2015/highlight,1,1,1
2015,BR,/how-writers-write-fiction-2015/lecture_pages/833998,1,34,52
2015,BR,/how-writers-write-fiction-2015/lecture_pages/835311,1,129,164
2015,BR,/how-writers-write-fiction-2015/lecture_pages/835738,1,12,19
2015,BR,/how-writers-write-fiction-2015/reports/344463,1,15,15
2015,BR,/how-writers-write-fiction-2015/reports/350145/edit,1,1,1
2015,BR,/how-writers-write-fiction-2015/show_progress/851933,1,5,7
2015,BR,/how-writers-write-fiction-2015/surveys/start/169598,1,12,15
2015,BR,/users/sign_in?class=how-writers-write-fiction-2015,1,14,16
2015,BS,/how-writers-write-fiction-2015/exercises/32767,1,6,9
2015,BS,/how-writers-write-fiction-2015/home/terms,1,2,2
2015,BS,/how-writers-write-fiction-2015/lecture_pages/835311,1,6,7
2015,BW,/how-writers-write-fiction-2015?referral_token=NL092315,1,1,1
2015,BW,/how-writers-write-fiction-2015/lecture_pages/833678,1,5,5
2015,BW,/how-writers-write-fiction-2015/lecture_pages/834237,1,5,6
2015,BW,/how-writers-write-fiction-2015/lecture_pages/835012,1,7,7
2015,BW,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/forums/50402&class=how-writers-write-fiction-2015,1,1,1
2015,BY,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5770,1,1,1
2015,BY,/how-writers-write-fiction-2015/home,1,2,4
2015,BY,/how-writers-write-fiction-2015/video_list_lecture_components/757371/lecture_videos/18776,1,4,4
2015,BZ,/how-writers-write-fiction-2015?referral_token=NL092315,1,10,10
2015,CA,/,1,1,1
2015,CA,/?from=http://www.traffic2cash.xyz/,1,1,1
2015,CA,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5071,1,14,14
2015,CA,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5176,1,56,56
2015,CA,/how-writers-write-fiction-2015/exercises/32767/rubrics,1,86,92
2015,CA,/how-writers-write-fiction-2015/exercises/33087?back_to_lecture_page_id=834570,1,36,39
2015,CA,/how-writers-write-fiction-2015/exercises/33087?menu=my_peer_evaluations,1,235,386
2015,CA,/how-writers-write-fiction-2015/exercises/33256,1,510,684
2015,CA,/how-writers-write-fiction-2015/exercises/33580/received_peer_evaluations,1,142,173
2015,CA,/how-writers-write-fiction-2015/exercises/33822,1,290,358
2015,CA,/how-writers-write-fiction-2015/exercises/33928,1,229,268
2015,CA,/how-writers-write-fiction-2015/home/,1,4,4
2015,CA,/how-writers-write-fiction-2015/lecture_pages/833994,1,42,66
2015,CA,/how-writers-write-fiction-2015/lecture_pages/833995,1,24,26
2015,CA,/how-writers-write-fiction-2015/lecture_pages/833999,1,35,39
2015,CA,/how-writers-write-fiction-2015/lecture_pages/834007,1,370,537
2015,CA,/how-writers-write-fiction-2015/lecture_pages/834008,1,157,211
2015,CA,/how-writers-write-fiction-2015/lecture_pages/834207,1,118,134
2015,CA,/how-writers-write-fiction-2015/lecture_pages/834237,1,230,307
2015,CA,/how-writers-write-fiction-2015/lecture_pages/834239,1,150,200
2015,CA,/how-writers-write-fiction-2015/lecture_pages/834568,1,260,331
2015,CA,/how-writers-write-fiction-2015/lecture_pages/835639,1,99,148
2015,CA,/how-writers-write-fiction-2015/lecture_pages/835644,1,76,128
2015,CA,/how-writers-write-fiction-2015/lecture_pages/835738,1,45,51
2015,CA,/how-writers-write-fiction-2015/reports/350995/edit,1,1,1
2015,CA,/how-writers-write-fiction-2015/reports/354914/edit,1,6,14
2015,CA,/how-writers-write-fiction-2015/show_progress/859839,1,27,36
2015,CA,/how-writers-write-fiction-2015/show_progress/868614,1,77,128
2015,CA,/how-writers-write-fiction-2015/statement_template?user_id=265335,1,1,1
2015,CA,/how-writers-write-fiction-2015/statement_template?user_id=858181,1,1,1
2015,CA,/how-writers-write-fiction-2015/statement_template?user_id=870225,1,1,1
2015,CA,/how-writers-write-fiction-2015/statement_template?user_id=878358,1,1,1
2015,CA,/how-writers-write-fiction-2015/statement_template?user_id=912124,1,7,7
2015,CA,/how-writers-write-fiction-2015/video_list_lecture_components/754645/lecture_videos/19192,1,99,103
2015,CA,/how-writers-write-fiction-2015/video_list_lecture_components/763185/lecture_videos/20097,1,70,80
2015,CA,/how-writers-write-fiction-2015/video_list_lecture_components/764617/lecture_videos/20257,1,61,70
2015,CA,/how-writers-write-fiction-2015/video_list_lecture_components/765690/lecture_videos/20458,1,89,97
2015,CA,/users/sign_in?class=how-writers-write-fiction-2015,1,32,35
2015,CA,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/835010&class=how-writers-write-fiction-2015,1,1,1
2015,CA,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/forums/trending&class=how-writers-write-fiction-2015,1,2,2
2015,CA,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/topics/70189/posts/431843/comments/408807&class=how-writers-write-fiction-2015,1,1,1
2015,CA,/users/sign_up?class=how-writers-write-fiction-2015,1,70,83
2015,CA,/users/sign_up?class=how-writers-write-fiction-2015&http_referrer=http://iwp.uiowa.edu/iwp-courses/distance-learning-courses/fall-2015/how-writers-write-fiction,1,48,57
2015,CD,/how-writers-write-fiction-2015/?referral_token=NL111015,1,1,1
2015,CH,/?from=http://adf.ly/1SDmxr,1,1,1
2015,CH,/how-writers-write-fiction-2015/exercises/33580?menu=my_peer_evaluations,1,5,7
2015,CH,/how-writers-write-fiction-2015/home/,1,1,1
2015,CH,/how-writers-write-fiction-2015/home/terms,1,7,7
2015,CH,/how-writers-write-fiction-2015/lecture_pages/833678,1,31,40
2015,CH,/how-writers-write-fiction-2015/lecture_pages/834570,1,93,97
2015,CH,/how-writers-write-fiction-2015/lecture_pages/835012,1,39,45
2015,CH,/how-writers-write-fiction-2015/lecture_pages/835286,1,12,20
2015,CH,/how-writers-write-fiction-2015/lecture_pages/835644,1,1,1
2015,CH,/how-writers-write-fiction-2015/oe/,1,256,475
2015,CH,/how-writers-write-fiction-2015/reports/350537,1,10,10
2015,CI,/how-writers-write-fiction-2015/?referral_token=NL111015,1,1,1
2015,CI,/how-writers-write-fiction-2015/lecture_pages/835012,1,4,4
2015,CK,/how-writers-write-fiction-2015/statement_template?user_id=861132,1,1,1
2015,CL,/?from=http://adf.ly/1SDmxr,1,1,1
2015,CL,/how-writers-write-fiction-2015?is_enrolled_error=true,1,1,1
2015,CL,/how-writers-write-fiction-2015/exercises/33087,1,15,17
2015,CL,/how-writers-write-fiction-2015/lecture_pages/833989,1,14,17
2015,CL,/how-writers-write-fiction-2015/lecture_pages/833994,1,6,7
2015,CL,/how-writers-write-fiction-2015/lecture_pages/835644,1,2,2
2015,CL,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/833678&class=how-writers-write-fiction-2015,1,1,1
2015,CM,/how-writers-write-fiction-2015/?referral_token=NL111015,1,1,4
2015,CM,/users/sign_in?class=how-writers-write-fiction-2015,1,4,4
2015,CN,/how-writers-write-fiction-2015/lecture_pages/833678,1,9,14
2015,CN,/how-writers-write-fiction-2015/lecture_pages/835311,1,1,1
2015,CN,/how-writers-write-fiction-2015/lecture_pages/835738,1,1,1
2015,CN,/how-writers-write-fiction-2015/oe/,1,2,6
2015,CN,/users/sign_in?class=how-writers-write-fiction-2015,1,1,1
2015,CO,/how-writers-write-fiction-2015/lecture_pages/833989,1,7,11
2015,CO,/how-writers-write-fiction-2015/lecture_pages/835012,1,12,17
2015,CO,/how-writers-write-fiction-2015/lecture_pages/835286,1,5,5
2015,CO,/how-writers-write-fiction-2015/lecture_pages/835311,1,7,14
2015,CR,/how-writers-write-fiction-2015/exercises,1,21,22
2015,CR,/how-writers-write-fiction-2015/lecture_pages/835012,1,2,5
2015,CW,/how-writers-write-fiction-2015,1,1,1
2015,CY,/how-writers-write-fiction-2015/?referral_token=NL111015,1,1,2
2015,CY,/how-writers-write-fiction-2015/exercises/33256,1,1,1
2015,CY,/how-writers-write-fiction-2015/home/terms,1,4,4
2015,CY,/how-writers-write-fiction-2015/lecture_pages/834001,1,10,10
2015,CY,/how-writers-write-fiction-2015/lecture_pages/835286,1,1,2
2015,CY,/how-writers-write-fiction-2015/statement_template?user_id=860217,1,1,1
2015,CY,/how-writers-write-fiction-2015/statement_template?user_id=878358,1,1,1
2015,CZ,/?from=http://www.traffic2cash.xyz/,1,1,1
2015,CZ,/how-writers-write-fiction-2015?is_enrolled_error=true&redirect_message=You must be enrolled in this course to enter.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/833678&class=how-writers-write-fiction-2015,1,2,2
2015,CZ,/how-writers-write-fiction-2015/exercises/32767?menu=submission,1,1,1
2015,CZ,/how-writers-write-fiction-2015/lecture_pages/835012,1,17,30
2015,CZ,/how-writers-write-fiction-2015/video_list_lecture_components/754207/lecture_videos/18775,1,1,1
2015,DE,/how-writers-write-fiction-2015?is_enrolled_error=true,1,4,4
2015,DE,/how-writers-write-fiction-2015/exercises/32767/description,1,1,1
2015,DE,/how-writers-write-fiction-2015/lecture_pages/834000,1,19,26
2015,DE,/how-writers-write-fiction-2015/lecture_pages/834008,1,205,333
2015,DE,/how-writers-write-fiction-2015/lecture_pages/834207,1,24,26
2015,DE,/how-writers-write-fiction-2015/lecture_pages/834237,1,67,93
2015,DE,/how-writers-write-fiction-2015/lecture_pages/835012,1,160,245
2015,DE,/how-writers-write-fiction-2015/lecture_pages/835638,1,46,53
2015,DE,/how-writers-write-fiction-2015/lecture_pages/835644,1,21,37
2015,DE,/how-writers-write-fiction-2015/peer_reviews/new?id=33256,1,52,103
2015,DE,/how-writers-write-fiction-2015/show_progress/851692,1,27,41
2015,DE,/how-writers-write-fiction-2015/statement_template?user_id=1068576,1,1,1
2015,DE,/users/sign_up?class=how-writers-write-fiction-2015,1,14,16
2015,DK,/how-writers-write-fiction-2015/exercises/32767,1,16,22
2015,DK,/how-writers-write-fiction-2015/lecture_pages/833678,1,11,21
2015,DK,/how-writers-write-fiction-2015/lecture_pages/834568,1,12,22
2015,DK,/how-writers-write-fiction-2015/oe/,1,102,183
2015,DK,/how-writers-write-fiction-2015/surveys/start/169598,1,4,4
2015,DM,/how-writers-write-fiction-2015,1,1,1
2015,DO,/how-writers-write-fiction-2015/?referral_token=NL111015,1,1,1
2015,DZ,/?from=http://adf.ly/1SDmxr,1,1,1
2015,DZ,/how-writers-write-fiction-2015,1,2,2
2015,DZ,/how-writers-write-fiction-2015/?referral_token=NL111015,1,1,1
2015,DZ,/how-writers-write-fiction-2015/lecture_pages/835638,1,1,1
2015,EC,/how-writers-write-fiction-2015/lecture_pages/833678,1,20,25
2015,EC,/how-writers-write-fiction-2015/lecture_pages/834570,1,30,43
2015,EC,/how-writers-write-fiction-2015/video_list_lecture_components/754645/lecture_videos/19192,1,2,2
2015,EE,/how-writers-write-fiction-2015/home/terms,1,4,4
2015,EG,/how-writers-write-fiction-2015?is_enrolled_error=true,1,1,1
2015,EG,/how-writers-write-fiction-2015/,1,1,1
2015,EG,/how-writers-write-fiction-2015/?referral_token=NL111015,1,2,4
2015,EG,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5176,1,4,4
2015,EG,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5359,1,1,1
2015,EG,/how-writers-write-fiction-2015/exercises/33087?menu=my_peer_evaluations,1,7,16
2015,EG,/how-writers-write-fiction-2015/home/terms,1,14,15
2015,EG,/how-writers-write-fiction-2015/lecture_pages/834207,1,16,25
2015,EG,/how-writers-write-fiction-2015/lecture_pages/834570,1,67,83
2015,EG,/how-writers-write-fiction-2015/reports/346215,1,2,2
2015,EG,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/834007&class=how-writers-write-fiction-2015,1,1,1
2015,EG,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/834271&class=how-writers-write-fiction-2015,1,2,2
2015,ES,/how-writers-write-fiction-2015?is_enrolled_error=true,1,2,2
2015,ES,/how-writers-write-fiction-2015?is_enrolled_error=true&redirect_message=You must be enrolled in this course to enter.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/forums/50401&class=how-writers-write-fiction-2015,1,1,1
2015,ES,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5359,1,1,1
2015,ES,/how-writers-write-fiction-2015/exercises/32665,1,12,15
2015,ES,/how-writers-write-fiction-2015/exercises/32767?back_to_lecture_page_id=833678,1,14,16
2015,ES,/how-writers-write-fiction-2015/exercises/33822,1,11,12
2015,ES,/how-writers-write-fiction-2015/lecture_pages/834000,1,7,11
2015,ES,/how-writers-write-fiction-2015/lecture_pages/834237,1,19,22
2015,ES,/how-writers-write-fiction-2015/lecture_pages/835303,1,40,45
2015,ES,/how-writers-write-fiction-2015/reports/345367,1,1,2
2015,ES,/how-writers-write-fiction-2015/statement_template?user_id=878358,1,1,1
2015,ES,/how-writers-write-fiction-2015/video_list_lecture_components/754207/lecture_videos/18775,1,21,25
2015,ES,/users?class=how-writers-write-fiction-2015,1,2,2
2015,ES,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/833678&class=how-writers-write-fiction-2015,1,1,1
2015,ES,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/833989&class=how-writers-write-fiction-2015,1,2,2
2015,ET,/how-writers-write-fiction-2015/?referral_token=NL111015,1,1,1
2015,FI,/how-writers-write-fiction-2015?referral_token=NL092315,1,1,1
2015,FI,/how-writers-write-fiction-2015/exercises,1,116,206
2015,FI,/how-writers-write-fiction-2015/lecture_pages/833997,1,12,19
2015,FI,/how-writers-write-fiction-2015/lecture_pages/834125,1,24,31
2015,FI,/how-writers-write-fiction-2015/lecture_pages/835012,1,14,14
2015,FI,/how-writers-write-fiction-2015/video_list_lecture_components/754207/lecture_videos/18775,1,6,6
2015,FJ,/how-writers-write-fiction-2015/home/terms,1,1,2
2015,FO,/how-writers-write-fiction-2015,1,2,2
2015,FR,/?from=http://adf.ly/1SDmxr,1,1,1
2015,FR,/how-writers-write-fiction-2015?is_enrolled_error=true,1,2,9
2015,FR,/how-writers-write-fiction-2015?referral_token=efe4dc,1,6,10
2015,FR,/how-writers-write-fiction-2015/,1,5,5
2015,FR,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5598,1,4,4
2015,FR,/how-writers-write-fiction-2015/exercises/32767/submission,1,7,9
2015,FR,/how-writers-write-fiction-2015/lecture_pages/833989,1,37,45
2015,FR,/how-writers-write-fiction-2015/lecture_pages/833995,1,16,21
2015,FR,/how-writers-write-fiction-2015/lecture_pages/833998,1,7,9
2015,FR,/how-writers-write-fiction-2015/lecture_pages/834000,1,42,47
2015,FR,/how-writers-write-fiction-2015/lecture_pages/834001,1,73,88
2015,FR,/how-writers-write-fiction-2015/lecture_pages/834008,1,46,62
2015,FR,/how-writers-write-fiction-2015/lecture_pages/834239,1,26,31
2015,FR,/how-writers-write-fiction-2015/lecture_pages/835303,1,143,184
2015,FR,/how-writers-write-fiction-2015/reports/357443,1,1,2
2015,FR,/how-writers-write-fiction-2015/statement_template?user_id=855933,1,1,1
2015,FR,/how-writers-write-fiction-2015/statement_template?user_id=935940,1,1,1
2015,FR,/how-writers-write-fiction-2015/video_list_lecture_components/763304/lecture_videos/20275,1,32,35
2015,FR,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/forums/50402&class=how-writers-write-fiction-2015,1,2,2
2015,FR,/users/sign_up?class=how-writers-write-fiction-2015&http_referrer=https://www.tumblr.com/search/free+course+creative+writing,1,1,1
2015,GA,/how-writers-write-fiction-2015,1,4,5
2015,GA,/how-writers-write-fiction-2015?referral_token=NL092315,1,1,1
2015,GB,/?from=http://adf.ly/1SDmxr,1,1,1
2015,GB,/how-writers-write-fiction-2015?referral_token=efe4dc,1,1,1
2015,GB,/how-writers-write-fiction-2015/announcements,1,72,80
2015,GB,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5359,1,16,16
2015,GB,/how-writers-write-fiction-2015/exercises/32767/received_peer_evaluations/,1,1,1
2015,GB,/how-writers-write-fiction-2015/exercises/32767/submission,1,19,20
2015,GB,/how-writers-write-fiction-2015/exercises/33087,1,569,743
2015,GB,/how-writers-write-fiction-2015/exercises/33087?menu=my_peer_evaluations,1,179,280
2015,GB,/how-writers-write-fiction-2015/exercises/33256,1,444,583
2015,GB,/how-writers-write-fiction-2015/exercises/33514,1,298,403
2015,GB,/how-writers-write-fiction-2015/exercises/33514/received_peer_evaluations/,1,6,6
2015,GB,/how-writers-write-fiction-2015/exercises/33580,1,277,364
2015,GB,/how-writers-write-fiction-2015/exercises/33580?menu=my_peer_evaluations,1,111,237
2015,GB,/how-writers-write-fiction-2015/lecture_pages/833678/,1,10,14
2015,GB,/how-writers-write-fiction-2015/lecture_pages/833995,1,31,46
2015,GB,/how-writers-write-fiction-2015/lecture_pages/834008,1,99,148
2015,GB,/how-writers-write-fiction-2015/lecture_pages/835280,1,130,191
2015,GB,/how-writers-write-fiction-2015/lecture_pages/835455,1,103,167
2015,GB,/how-writers-write-fiction-2015/lecture_pages/835638,1,261,333
2015,GB,/how-writers-write-fiction-2015/lecture_pages/835644,1,77,143
2015,GB,/how-writers-write-fiction-2015/lecture_pages/835738,1,53,70
2015,GB,/how-writers-write-fiction-2015/peer_reviews/new?id=33087,1,208,300
2015,GB,/how-writers-write-fiction-2015/reports/344510,1,1,2
2015,GB,/how-writers-write-fiction-2015/reports/346296,1,2,5
2015,GB,/how-writers-write-fiction-2015/reports/347083,1,4,4
2015,GB,/how-writers-write-fiction-2015/reports/349429,1,2,2
2015,GB,/how-writers-write-fiction-2015/reports/352343,1,2,2
2015,GB,/how-writers-write-fiction-2015/reports/355167,1,7,7
2015,GB,/how-writers-write-fiction-2015/show_progress/1058796,1,37,162
2015,GB,/how-writers-write-fiction-2015/show_progress/882142,1,1,1
