# ----------------------------------------
# All Web Site Data
# Export Metrics (Filter U.S.A.)
# 20150101-20170719
# ----------------------------------------

Year,Country,Page Title,Pageviews
2015,Thailand,New Evaluation for Class Session 3 Assignment: Working with Plot - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,28
2015,Turkey,"T, Z, A, D, I, K. – Songs from the Word Shed (5) - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",28
2015,Venezuela,"Class Session 5 Assignment: Voice and Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",28
2015,South Africa,Lorna's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,28
2016,Antigua & Barbuda,Sera's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Australia,A mother's fight - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Australia,Carolyn's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Australia,"Deborah's Home | Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",28
2016,Australia,Rosemary's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Australia,Scene from Wandoo Road - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Australia,Stephanie's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Brazil,HELOÍSA's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Brazil,Mariana's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Canada,Ainsley's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Canada,"Edit Report - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",28
2016,Canada,Lappitop - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Canada,Lea's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Canada,LR's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Canada,Maia's Home | #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,28
2016,Canada,"Maria and Pepe 1891, La Liga scene - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",28
2016,Canada,Nightingales - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Canada,The High Priestess/Tarot - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Canada,Trouble with Neutrality - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,China,hailing's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Germany,full circle - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,France,Mary's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,France,Nancy's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,United Kingdom,A DOLL FOR JOSEPHINE - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,United Kingdom,Itchiko - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,United Kingdom,Jackie's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,United Kingdom,Malcolm's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,United Kingdom,Moving Day - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,United Kingdom,Queen Bee - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,United Kingdom,Shoes - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,United Kingdom,Sins of the Past - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,United Kingdom,Sue's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Greece,Leonor and the Lord of Time - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Ireland,The Big Trip - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Israel,"Class 6 Assignment, My Submission - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",28
2016,Israel,Lamia - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,India,"Assignment 4: Immersion, Description - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",28
2016,India,Devanshi's Home | #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,28
2016,India,"Four Seasons - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",28
2016,India,"He And I - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",28
2016,India,SURAKSHA 's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Italy,MOSQUITOES (1195 words) revised - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Italy,Threesome - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Jamaica,"Assignment 3: Cast and Plot, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",28
2016,Jordan,"There was a child - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",28
2016,Japan,Ashendale Grammar - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Mexico,ILANA's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,New Zealand,"CONFRONTING THE SURREAL - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",28
2016,New Zealand,My Deodorant Smells Like Tea - #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,28
2016,Philippines,How Writers Write Fiction 2016: Storied Women - Sign Up | NovoEd,28
2016,Portugal,Ana's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Singapore,Rafidah's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Singapore,Struggle - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Singapore,Vicky's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,28
2016,Tunisia,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,28
2016,Uganda,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",28
2016,South Africa,How Writers Write Fiction 2015 - Sign In | NovoEd,28
2017,Belgium,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,28
2017,Côte d’Ivoire,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,28
2017,Costa Rica,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,28
2017,Guatemala,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,28
2017,Hungary,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,28
2017,New Zealand,You are enrolled! - Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,28
2017,Pakistan,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,28
2017,Sierra Leone,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,28
2017,El Salvador,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,28
2017,Uruguay,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,28
2017,Vietnam,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,28
2015,Argentina,"Class Session 6 Assignment: Immersion in Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",27
2015,American Samoa,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,Australia,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Criteria and Rubrics - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",27
2015,Australia,"Class Session 3 Assignment: Working with Plot, Criteria and Rubrics - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",27
2015,Australia,MUM'S MEMORIAL - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,Bulgaria,Slava's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,Brazil,Amanda 's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,Canada,"Class Session 7 Assignment: Embracing Revision, Criteria and Rubrics - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",27
2015,Canada,Cruelty - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,Canada,Kimberly's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,Canada,Master of the Universe #2 - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,Switzerland,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",27
2015,Czechia,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,Germany,Konstantin's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,Germany,Meeting (1) - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,Egypt,Evaluations for Class Session 4 Assignment: Using Character to Produce Frame and Arc - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,Spain,Amanda's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,Spain,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",27
2015,United Kingdom,"Class Session 5 Assignment: Voice and Setting, Criteria and Rubrics - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",27
2015,United Kingdom,"WW Day 2 Writing Practice - An Object of Wonder, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",27
2015,Greece,New Evaluation for Class Session 3 Assignment: Working with Plot - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,Ireland,"Class Session 5 Assignment: Voice and Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",27
2015,Ireland,Evaluations for Class Session 4 Assignment: Using Character to Produce Frame and Arc - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,Ireland,Marní's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,Israel,"Class Session 1 Assignment: Starting with Character, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",27
2015,India,Praveena's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,Italy,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",27
2015,New Caledonia,Sinéad's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,New Zealand,"Class Session 3 Assignment: Working with Plot, Criteria and Rubrics - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",27
2015,New Zealand,"Class Session 5 Assignment: Voice and Setting, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",27
2015,New Zealand,Rebecca 's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,New Zealand,There there - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,Qatar,New Evaluation for Class Session 1 Assignment: Starting with Character - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,Turkey,How Writers Write Fiction 2015 - Sign Up | NovoEd,27
2015,Taiwan,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",27
2015,South Africa,How Writers Write Fiction 2015 - Sign In | NovoEd,27
2015,South Africa,I Don't Want to Know (content warning) - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2015,South Africa,New Evaluation for Class Session 4 Assignment: Using Character to Produce Frame and Arc - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2016,Afghanistan,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,27
2016,Antigua & Barbuda,"Assignment 2: Desire and Point of View, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",27
2016,Australia,Elizabeth's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,27
2016,Bolivia,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",27
2016,Brazil,"Assignment 5: Narrative Experimentation, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",27
2016,Canada,A Good Life AND Tomatoes and Basil - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,27
2016,Canada,Boxes - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,27
2016,Canada,Desear - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,27
2016,Canada,Farfrumgroovin - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,27
